Name,State,upto,Address,telephone/Mobile no.,Principal name 
NEW ENGLISH ACADEMY OF GENIUS,MAHARASHTRA,"
Affiliated up to: 31/03/2015 
","MAHADEOPURA,442001","7152,253592","
Head/Principal Name:Shikha Bhattacharjee
"
NEW ENGLISH SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2025 
","AT-POST - LANDEWADI - CHINCHODI, TAL - AMBEGAON, DIST - PUNE,410503","2133,235106","
Head/Principal Name:SHABNAM SALIM MOMIN
"
NEW ERA ENGLISH SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2025 
","NEMGIRI PARISAR, JINTUR, TAL JAINTUR, DIST PARBHANI,431509","0,09403217603","
Head/Principal Name:Shirale Dharamsing Fulchand
"
NEW ERA HIGH SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","CHESSON ROAD PANCHGANI SATARA DISTT. MAHARASHTRA,412805","2168,243221","
Head/Principal Name:TUBA MAHABAT
"
NEW HIZON SCHOLARS SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","PLOT-05, SAECT-13, AIROLI, NAVI MUMBAI,400708","022,27793509","
Head/Principal Name:Tanujaa Bhat
"
NEW HORIZON PUBLIC SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","SECTOR 19 AIROLI, DISTT NAVI MUMBAI MAHARASHTRA,400708","022,27793907","
Head/Principal Name:Nicholas Correa
"
NEW HORIZON PUBLIC SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","SECTOR 13,KHANDA COLONY, NEW PANVEL WEST.,410206","022,2746156768","
Head/Principal Name:PRASHANT BUKKAWAR
"
NEW HORIZON SCHOLARS SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","VILLAGE KAVESAR, GHODBUNDER ROAD, THANE (W) 400607,400607","022,25974348","
Head/Principal Name:Manidipa Banerjee
"
"NEW HORIZON SCHOOL, AURNAL",MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","SHENDRI ROAD. A/P- AURNAL, TAL- GADHINGLAJ,416502","2327,223220","
Head/Principal Name:Suneeta Dattaram Patil
"
NEW ORANGE CITY CONVENT,MAHARASHTRA,"
Affiliated up to: 31/03/2026 
","NEAR S.T. STAND, WARUD, DISTT. AMRAVATI,444906","7229,07229-232991,","
Head/Principal Name:MRS.MADHURI BHONDE
"
NEW PUNE PUBLIC SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","SECTOR-28, NIGDI PRADHIKARAN, PUNE-44,411044",",02027659945","
Head/Principal Name:MR. LATIF MANER
"
NEW SEETA PUBLIC SCHOOL DEORI,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","BEHIND POLICE STATION PARASTOLA ROAD DEORI.,441901","7199,225530","
Head/Principal Name:DIPANKAR MITRA
"
NEW TIMES INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","GET NO.351/333/1LONIKAND,TAL- HAVELI, DIST-PUNE, PUNE -NAGAR ROAD PUNE,412216","020,9637192555","
Head/Principal Name:MRS. PAYAL RAMESH MUDALIAR
"
NEW VISION PUBLIC SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","NEW VISION PUBLIC SCHOOL, RING ROAD, AMBAJOGAI,431517","2446,245678(02446),","
Head/Principal Name:MR. ARAVIND V MARALI
"
NEW WISDOM INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","PLOT NO 32, GURUGOVIND SOCIETY, NEAR DATTA TEMPLE, SANGHARSH CHOWK, PUNE 14,411014",",08308309694","
Head/Principal Name:MRS. SUJATA RANSING
"
NIRMAL BRIGHT FUTURE SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2026 
","NIRMALNAGAR,414502","0242,02429-223555,","
Head/Principal Name:MR.SATISH NARAYAN KURHE
"
NIRMAL INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","NEAR NIRMAL SEEDS PVT LTD, ANTURLI PHATA, BHADGAON ROAD, PACHORA 424201,424201","2596,245123","
Head/Principal Name:Dr Bhagwan Sonji Sawant
"
NK ACADEMY,MAHARASHTRA,"
Affiliated up to: 31/03/2021 
","21,VIDYA NAGAR,KORADI ROAD,441111","0712,2612334","
Head/Principal Name:Aruna Rao
"
"NOEL SCHOOL,",MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","BEHIND S.T. WORKSHOP,KAULKHED ROAD,AKOLA,444004","0724,2454557","
Head/Principal Name:ANOSH MANWAR
"
NOOTAN INTERNATIONAL ENGLISH SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2021 
","AT LANDGEWADI TAL KAVATHEMAHANKAL DIST SANGLI,416405","2341,222738","
Head/Principal Name:Rohini R Patil 
"
NORTHSTAR GLOBAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","BEHIND VIKHE PATIL MEMORIAL HOSPITAL, KEKTAI ROAD, WADGAON GUPTA, AHMEDNAGAR,414003","0241,8983510460","
Head/Principal Name:MR. ASHISH RAMESH PATOLE
"
NOTRE DAME SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2026 
","TARKHAD, VASAI (W) THANE,,401201","2050,8010564635","
Head/Principal Name:Sr. Mary Shylaja SND
"
NOVEL INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","PLOT NO.GP-193,G BLOCK, MIDC,CHINCHWAD,411019",",02067171717","
Head/Principal Name:DR. MANASI HASABNIS
"
OASIS ENGLISH MEDIUM SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2025 
","MARAHTA NAGAR, NEPTI ROAD, KEDGAON DEVI,414005",",02412552005","
Head/Principal Name:Mrs.Bhalsing Shobha Namdeo
"
OLYMPUS SCHOOL FOR EXCELLENCE,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","AT POST BHANDGAON,412214",",9145141111","
Head/Principal Name:MRS. VIDYA CHAUHAN
"
"OM VIDYANIKETAN SCHOOL,UMRER",MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","OMKARNAGAR, BAHINBAI NAGAR ROAD, PARSODI, UMRER, NAGPUR.,441203","7116,244108","
Head/Principal Name:SANGITA CHAUDHARY
"
OMKAR ENGLISH MEDIUM SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","P-74, NEAR MAMATA HOSPITAL MIDC RESIDENTIAL ZONE DOMBIVLI EAST,421203","0251,2800057","
Head/Principal Name:APARNA WAGH
"
ORCHID PUBLIC SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","DHANTOLI, KATOL,441302","7112,9422815972","
Head/Principal Name:MRS. SUJATA GANDHI
"
ORCHID TECHNO SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2025 
","14/140 CIDCO, WALUJ MAHANAGAR, WALUJ,431136",",02402040190","
Head/Principal Name:Mrs.Shaikh Anjum Bano
"
ORCHIDS THE INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2025 
","PLOT NO. 23, SECTOR 1, KOPARKHAIRANE NAVI MUMBAI – 400709,400709",",02260603135","
Head/Principal Name:Mrs.Pratibha Arun Mishra
"
ORCHIDS THE INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2025 
","MARVE ROAD, OPP. HDFC BANK,BEHIND GARDEN COURT RESTAURANT, ORLEM, MALAD(W),MUMBAI- 400 064,400064",",02269977755","
Head/Principal Name:Mrs.ANSHU SAXENA
"
ORCHIDS THE INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","COSMOS ARCADE, AZAD NAGAR,OPPOSITE BRAHMAND PHASE 4,BESIDE TMC WATER TANK, KOLSHET,THANE (WEST), 400607.,400607","022,02260603888,","
Head/Principal Name:DR.  MADHURI SAGALE
"
ORCHIDS THE INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2026 
","SECTOR 27, NEXT TO RAM MANDIR, NIGDI – PRADHIKARAN,,411044",",2065223300","
Head/Principal Name:Mrs. ISHITA GHOSHAL
"
ORCHIDS THE INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2025 
","SG BURVE ROAD, NEAR KURLA NAGRIK BANK,KURLA (WEST), MUMBAI 400070.,400070",",02260017100","
Head/Principal Name:Mrs. Kavita Chatterjee
"
ORHCIDS THE INTERNATINAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","C.V.O.D. JAIN PATHSHALA, SVP ROAD, # 84, SAMUEL STREET (PALAGALY),MASJID BUNDER, MUMBAI 400 009,400009","022,23435488","
Head/Principal Name:BEENA NAYAKEN
"
ORION ENGLISH MEDIUM SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","JALGAON BAHINAI, VIDAGAN, DISTT JALGAON, MAHARASHTRA,425002","0257,2239805","
Head/Principal Name:SUSHMA SRINATH KANCHI
"
OXFORD INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2025 
","SURVEY NO. 76,PAWDE WADI ROAD,431605","2462,02462266333","
Head/Principal Name:MISS N C ANURADHA
"
OXFORD THE GLOBAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2025 
","431605,431605",",9146085949","
Head/Principal Name:Mrs.UMADEVI SHRINIVAS DHYAWARSHETTY
"
OYSTER ENGLISH HIGH SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","GUT NO 15 FATEHPUR JALNA ROAD AURANGABAD MAHARASHTRA,431001","0240,2100265","
Head/Principal Name:Manpreet Singh Johar
"
P E S CENTRAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","SECTOR-I APARANT C B D KONKAN BHAVAN NEW MUMBAI MAHARASHTRA,400614","022,27571989","
Head/Principal Name:BHASKAR BHAURAO PAWAR
"
P K INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","GAT NO. 714, KADACHIWADI, TALUKA: KHED, DISTRICT: PUNE - 410501,410501","1976,02135619100","
Head/Principal Name:Mrs.Suvarna Sachin Tikone
"
P R POTE PATIL INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2026 
","KATHORA RAOD, GANJANAN TOWNSHIP AMRAVATI,444602","0721,2970339","
Head/Principal Name:MANJULA SURESH NAIR
"
P.D. JAIN PUBLIC SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2015 
","NEAR NEW BUS STAND (ANSING) MOUZA KHADSING, TQ. DIST. WASHIM, MH,444507",",07252226251","
Head/Principal Name:Mr.Adityakumar H. Walli
"
"P.S. DESHMUKH MEMORIAL ACADEMY,",MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","AT- POST TAL -SHAHAPUR DIST - THANE MAHARASHTRA PIN CODE - 421601,421601","2527,273614","
Head/Principal Name:Rashmi Mangesh Tambdey
"
P.S.BANE INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","A/P. SADAVLI, RATNSINDHU NAGAR,415804",",02354262026","
Head/Principal Name:MR. WILSON DAVID
"
PADAMSHRI SHANKAR BAPU APEGAONKAR ENGLISH SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2025 
","GATE NO. 46, HIRAPUR, SHIVAR, AURANGABAD, MAHARASHTRA,431009","0240,2324560","
Head/Principal Name:SUDHAKAR ICHHARAM PATIL
"
PANACEA INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2021 
","JANAPURI,NANDED LATUR ROAD,NANDED, MH 431606,431606",",9491538249","
Head/Principal Name:MR. PREM SHANKER DUBEY
"
PANCHSHIL SHIKSHAN SANSTHA,MAHARASHTRA,"
Affiliated up to: 31/03/2021 
","HOLYDEN ENGLISH MEDIUM SCHOOL SHREE GAHININATH GAIBI PIR NAGAR SANGOAN ROAD AT POST KAGAL TAL KAGAL DIST KOLHAPUR MAHARASHTRA 416216,416216",",02325243111","
Head/Principal Name:MR. P S UPADHYE
"
"PANCHVATI ENGLISH MEDIUM SCHOOL,",MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","TAKEGHOTI, IGATPURI, DIST.NASIK,422403","0253,9421114666","
Head/Principal Name:ASHISHKUMAR KHULE
"
PANDURANG INTERNATIONAL ENGLISH SCHOOL AT PIPPALE SAUDAGAR DIST PUNE,MAHARASHTRA,"
Affiliated up to: 31/03/2025 
","V.H.B.P.PANDURANG KATE PRATISHATAN NEAR GOVIND GARDAN PIMPALE SAUDAGAR TAL.HAVELI DIST.PUNE,411027","020,65290223","
Head/Principal Name:DEEPALI UPENDRA JUGOOLKAR
"
PANKAJ GLOBAL PUBLIC SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2025 
","DHARANGAON RD, CHOPDA, JALGAON,MH,425107","2586,7387367505","
Head/Principal Name:BAIDHAR PATI
"
PARAM POOJYA SHREE RAMKRISHNA SARASWATI GURUKUL,MAHARASHTRA,"
Affiliated up to: 31/03/2011 
","AT-UMALE, POST-DHANWAD,,425003","01482,02572350513","
Head/Principal Name:SHUKLA R. N.
"
PARIKRAMA PUBLIC SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","A/P KASHTI, TAL. SHRIGONDA, DIST AHMEDNAGAR.,414701","2487,232127","
Head/Principal Name:JAMES VAN MAANEN
"
PAWAR PUBLIC SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","NANDED CITY, SINHAGAD ROAD,411041","020,020-67526111,","
Head/Principal Name:DR. ANJALI SUBODH GURJAR
"
"PAWAR PUBLIC SCHOOL,",MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","MEGAPOLIS,PLOT NO.R1/1,RAJIV GANDHI INFOTECH PARK,PHASE 3,MIDC,HINJEWADI,411057","020,65200223","
Head/Principal Name:DEVENDRA KUMAR
"
PEARLS ACADEMY,MAHARASHTRA,"
Affiliated up to: 31/03/2025 
","PEARLS ACADEMY, HARSUL SAWANGI GUT NO:81/82,431007",",09860647784","
Head/Principal Name:MR. SABER AHMAD SHAIKH
"
PHOENIX ACADEMY,MAHARASHTRA,"
Affiliated up to: 31/03/2020 
","12/1-A, STATION ROAD,414001",",0241-2356952","
Head/Principal Name:Mrs.RUHIYA  RAMIN  HOSSEIN
"
PHOENIX ACADEMY,MAHARASHTRA,"
Affiliated up to: 31/03/2026 
","A/P ARANGAON TAL.NAGAR DIST. AHMEDNAGAR,414006",",02412548018","
Head/Principal Name:MRS. MITALI SATISH BAJPAI
"
PHOENIX WORLD SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2026 
","SR.NO 57,GAT NO.1344,KARADI-WAGHOLI.TAL-HAVELI,DIST- PUNE,411014","020,02065313333,","
Head/Principal Name:MRS. PINKY DUTTA
"
PICT MODEL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","SURVEY NO.6, BEHIND HOLIDAY INN, BESIDE BALEWADI STADIUM, MHALUNGE,411045",",02066806300","
Head/Principal Name:DR. PAMPA CHAUDHURI
"
PINNACLE INTERNATIONAL ENGLISH MEDIUM SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","KAKANDI TARFE PASADGAON, NEAR SAI LAWNS, MALEGAON ROAD, TQ. DIST- NANDED,431605",",02462266925","
Head/Principal Name:MR. JAMKAR DIGAMBAR LAXMIKANTRAO
"
PIONEER INTERNATIONAL CBSE SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","AT.JOMALA,431114",",02485244225","
Head/Principal Name:MR. BHAIRAVNATH MANIKRAO TAMBARE
"
PIONEER PUBLIC SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","SR. NO. 111, NEAR NEW SERUM INSTITUTE, MANJARI   ROAD, GHULEWASTI MANJARI,412307",",020224670","
Head/Principal Name:MRS. NIDHIKA SHARMA
"
PLATINUM JUBILEE SCHOOL & JR COLLEGE,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","AT POST GADCHIROLI,442605",",07132233504","
Head/Principal Name:MR. RAHIM RAMJANALI AMLANI
"
PODAR INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","SURVEY NO. 47/2A, BHUSHAN NAGAR, BESIDES HOTEL RANGOLI ROAD, KEDGAON.,414005",",8291099060","
Head/Principal Name:MR. MANGESH JAGTAP
"
PODAR INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","GAT NO.67, MOUZA MALVIHIR, KHAMGAON ROAD, BULDHANA,443001",",8291818899","
Head/Principal Name:MR. NILESH R. PATIL
"
PODAR INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","PODAR INTERNATIONAL SCHOOL, SURVEY NO. 116, ZAKALWADI, AKOLA ROAD, WASHIM DIST. WASHIM,444505",",8291339659","
Head/Principal Name:DR. MALINI SEN
"
PODAR INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","PODAR INTERNATIONAL SCHOOL RATNAGIRISIDDHIVINAYAK REGALIAKUWARBAV KARWANCIWADI RAVINDRA NAGAR,415639",",8291200227","
Head/Principal Name:MR. GIRISH KUMAR
"
PODAR INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","SURVEY NO. 103/1 & 105/1-3, BEHIND VISHAL LAWNS, GENERAL MOTORS ROAD, MIDC,412105",",02114-690003","
Head/Principal Name:MRS. SWATI SOHAN PATEL
"
PODAR INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","R.D. NAGAR, NEXT TO VIKAS NAGAR, SOLAPUR BYPASS ROAD, OSMANABAD,413501",",8879748511","
Head/Principal Name:MR. ANAND KUMAR SHAH
"
PODAR INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","PODAR INTERNATIONAL SCHOOL, GAT NO.264, DEVMURTI VILLAGE TAL. DIST.JALNA.,431203",",7506085695","
Head/Principal Name:MR. ABHIJIT DIVE
"
PODAR INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","MOHAN SUBURBIA, NAVRE PARK, CHINCHPADA, AMBERNATH WEST,421501",",-","
Head/Principal Name:MR. VIJAYARAJ RAMAN
"
PODAR INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2026 
","PLOT NO.12, BALSOND, AKOLA ROAD ,OPPOSITE KHURANA SAWANT ENGINEERING COLLEGE,HINGOLI,431513",",9422811223","
Head/Principal Name:MR. SANJEEV KUMAR BHARDWAJ
"
PODAR INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","BEHIND NAVGAN PLAZA, NAVGAN NAGARI, JALNA ROAD, BEED,431122","6186,02442653101","
Head/Principal Name:Mr.VALMIK SOMASE
"
PODAR INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","SURVEY NO. 30/4/2, BESIDE DHARIWAL GREENS, DHAMNGAON-NAGPUR BYE PASS ROAD,445001","7232,291062","
Head/Principal Name:ANAMIKA MAGARDE
"
PODAR INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","17, SURVEY NO.16/14,  NERA OLD RTO OFFICEKARDHA, BHANDARA,441904","7184,07184255550","
Head/Principal Name:MR. MANI BHUSHAN CHOUBEY
"
PODAR INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2026 
","PRINCIPAL, PODAR INTERNATIONAL SCHOOL,BHUSAVAL, 68 /1 AKLUD , YAWAL ROAD ,P.O.- PADALSE , MAHARASHTRA, INDIA,425503","91,07304327790","
Head/Principal Name:MR. VINAY KUMAR UPADHYAY
"
PODAR INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2025 
","PODAR EDUCATION COMPLEX, HIRANANDANI KNOWLEDGE PARK, OPPOSITE DR. L.H.HIRANANDANI HOSPITAL, POWAI,400076","022,61326400","
Head/Principal Name:NEETA BALI
"
PODAR INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","NEAR HIRA GARDEN, NEXT TO SINDHI COLONY, TALODA-NIZAR ROAD,425412","2564,224277","
Head/Principal Name:Jasintha Parke
"
PODAR INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","JINTUR ROAD, NEAR UTTAMRAO DESHMUKH PHARMACY COLLEGE, OPP. SAI GAJANAN NAGARI, DHARMAPURI, PARBHANI. 431401,431401","2452,291014","
Head/Principal Name:AYAN GUPTA
"
PODAR INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","MOUZA: HIWARA, TIRODA ROAD, NEAR MIET COLLEGE,441614","0750,6641931","
Head/Principal Name:RITESH MEHTA
"
PODAR INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","SURVEY NO. 84/2, KATHORA,OPPOSITE POTE FARM,KATHORA ROAD,,444604","0721,6004222","
Head/Principal Name:Sudhir Mahajan
"
PODAR INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","NEAR ASARAM BAPU ASHRAM, KATOL ROAD, FETRI SQUARE, FETRI,441501",",07122667531","
Head/Principal Name:MISS LUCKY HARIDAS SADRANI
"
PODAR INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","SURVERY NO. 335/1, OPP: BAMBHORI OCTRAI NAKA, MUMBAI - NAGPUR HIGHWAY, JALGAON 425002,425002","0257,9272245271","
Head/Principal Name:YOGENDRA SINGH
"
PODAR INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2026 
","JABINDA PARK OPP. CHANAKYAPURI, AURANGABAD,,431005","0240,6451002","
Head/Principal Name:ABHIJIT DIVE
"
PODAR INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","SHANTAI PARK,SEVEN HILLS, PURNA ROAD,431605","2462,02461-264508,","
Head/Principal Name:MR. BHAVESH BHALERAO
"
PODAR INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","SURVEY NO. 50/1, UMRI, AKOLA MAHARASHTRA.,444001","0724,2450505","
Head/Principal Name:Neeta Talreja
"
PODAR INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2025 
","SURVEY NO:16/9,OM GARDENS, NEXT TO RAJASWA NAGAR.VIJAPUR ROAD.SHOLAPUR,413004","0217,6452888","
Head/Principal Name:Sunil Kumar Nallath
"
PODAR INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2025 
","SURVEY NO.1695, KARAD-MASUR ROAD, KOPARDE HAVELI, DISTT SATARA, MAHARASHTRA,415115","2164,271602","
Head/Principal Name:Anway Arun Chikate
"
PODAR INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2026 
","GATE 304/2/2 NAGAON BUDRUK TAL DHULE, MAHARASHTRA,424005","2562,261292","
Head/Principal Name:RAVINDER S PANWAR
"
PODAR INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","SURVEY NO. PH.-38/A, MOUZA WELAHARI TAL. NAGPUR, MAHARASHTRA,440034","0712,6555234","
Head/Principal Name:ZEENAT SYED
"
PODAR INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","KOLSHET GAON, HIRANANDANI ESTATE, THANE,400607",",02225862267","
Head/Principal Name:MRS. SONIYA KHATRI
"
PODAR INTERNATIONAL SCHOOL,MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","SURVEY NO. 55/1, VILLAGE TATHAWADE, NEAR AKSHAR ELEMENTA SOCIETY, BHUMKAR CHOWK ROAD TATHAWADE, WAKAD, PUNE, MAHARASHTRA 411033,411033",",02048625066","
Head/Principal Name:Mr. AGNEL CARVALHO
"
PODAR INTERNATIONAL SCHOOL - SANGLI,MAHARASHTRA,"
Affiliated up to: 31/03/2026 
","NEAR LAXMI TEMPLE, KUPWAD MIDC ROAD, SANGLI,416415","0233,2305237","
Head/Principal Name:GAJANAN PATIL
"
PODAR INTERNATIONAL SCHOOL CHAKAN,MAHARASHTRA,"
Affiliated up to: 31/03/2026 
","AMBE THAN,TALUKA KHED,410501","020,65347999","
Head/Principal Name:Simran S Kaur
"
PODAR INTERNATIONAL SCHOOL SATARA,MAHARASHTRA,"
Affiliated up to: 31/03/2026 
","43/1B PANDIT PARK, TAMJAI NAGAR, KARANJE,415001","2162,7506280411","
Head/Principal Name:arvind kumar singh
"
"PODAR INTERNATIONAL SCHOOL,",MAHARASHTRA,"
Affiliated up to: 31/03/2023 
","KAKADE PARK, NEAR TALERA HOSPITAL,TANAJI NAGAR,CHINCHWAD, PUNE - 411033,411033","020,27611601","
Head/Principal Name:SHEHANAZ COTTAR
"
"PODAR INTERNATIONAL SCHOOL, BARAMATI",MAHARASHTRA,"
Affiliated up to: 31/03/2025 
","GAT NO. 612, BANDALWADI (GUNAWADI), INDAPUR ROAD, BARAMATI,413102",",7276549494","
Head/Principal Name:MR. MANOHAR H. MAHAJAN
"
"PODAR INTERNATIONAL SCHOOL, CHALISGAON",MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","SURVEY NO307/1,308/1,501/1, 501/2/1, CHHAYADIGRAM,OPP. KADIKARKHANA, RING ROAD, CHALISGAON,424101","2589,222712","
Head/Principal Name:Pandharinath  B Cheke
"
"PODAR INTERNATIONAL SCHOOL, KALYAN",MAHARASHTRA,"
Affiliated up to: 31/03/2026 
","PODAR INTERNATIONAL SCHOOL, (CBSE) WYALE NAGAR, GANDHAR VILLAGE, NEAR MOHAN PRIDE HIGH LIFE,KALYAN (WEST) - 421301,421301",",02512203626","
Head/Principal Name:Mr.Pratap Raj Korukonda
"
"PODAR INTERNATIONAL SCHOOL, KOLHAPUR",MAHARASHTRA,"
Affiliated up to: 31/03/2026 
","GAT NO 1032 A WARD, KASBA KARVEER RADHANAGARI ROAD, NEAR MHADA COLONY, KOLHAPUR, 416012,416012","0231,02312326011,","
Head/Principal Name:MR.LOUIS RODRIGUES
"
"PODAR INTERNATIONAL SCHOOL, VILLAGE YADRAV, TALUK SHIROL, DISTRICT KOLHAPUR 416146",MAHARASHTRA,"
Affiliated up to: 31/03/2022 
","VILLAGE YADRAVBEHIND TVS 2-WHEELER SHOWROOM, ICHALKARANJI- SANGLI ROAD, ICHALKARANJI 416 115,416115",",7045541407","
Head/Principal Name:MRS. SAROJA SHILLIN
"
"PODAR INTERNATIONAL SCHOOL, WALUJ",MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","GUT NO. 78, DHONDRE PATIL PARK, GOLWADI, WALUJ, MAHANAGAR-2, AURANGABAD.,431136",",02402552288","
Head/Principal Name:MR. LOUIS RODRIGUES
"
"PODAR INTERNATIONAL SCHOOL, WARDHA",MAHARASHTRA,"
Affiliated up to: 31/03/2024 
","NEAR NAGTHANA, BESIDES AGNIHOTRI COLLEGE, SINDHI MEGHE, NAGPUR YAVATMAL BYPASS.     WARDHA- 442001,442001",",7414982182","
Head/Principal Name:MR. AJAY GHORPADE
"
